"","B.cells","CAFs","Cancer.Epithelial","Endothelial","Myeloid","Normal.Epithelial","Plasmablasts","PVL","T.cells"
"002x043",0.0291654602930851,0.276532441687437,0.33884801964313,0.0492956040196438,0.196742196888752,0.037910676759497,0.000322603642896812,0.0126189747681233,0.0585640222974352
"002x044",0.013730805644847,0.176815256845616,0.0608240908280819,0.0257431682273895,0.445399129377222,0.0742425921970969,0.0082071199678441,0.0344504241190422,0.16058741279286
"002x045",0.0082512003372389,0.26802602937797,0.355361738121869,0.00014340196074231,0.20712556090446,0.000186854724259985,0.0457896341144083,0.000143401960748808,0.114972178498302
"002x046",0.000395837596210336,0.125654220632766,0.633751838957431,0.0389594140210751,0.0717108839581444,0.0953435084727167,0.000395837596151196,0.0129582205448721,0.0208302382206324
"002x047",0.0164773462876399,0.0481236063810809,0.854209510387172,0.0102899052412921,0.0035355140384602,0.0377857559990202,0.028668046289537,8.23780114592013e-05,0.000827937364339025
"002x048",0.0277161120475575,0.234414468891815,0.647486669943945,0.000163611972893565,0.0346495432493791,0.024772605232337,0.000163611977250998,0.000163611977214385,0.0304697647076078
"002x049",9.52242333743012e-05,0.462852666104294,0.166624474182463,0.184510536628168,0.108451736628396,9.52242331995733e-05,9.52242335930376e-05,9.5224233199575e-05,0.0771796895233131
"002x050",0.0262053671620428,0.566301794704564,0.0754661583630244,0.0622696927996318,0.174618120280732,0.000164661419509811,0.000164661419506635,0.000164661419507145,0.0946448824314814
"002x051",0.000139277682334482,0.367165643086674,0.000139277681975655,0.30929956561873,0.0913054326111136,0.077078789020642,0.000139277682561168,0.00711312678332955,0.14761960983264
"003x002",0.0137588688280826,0.176797146642376,0.111999704659668,0.0593665418434533,0.0727996276689306,0.457751252226692,0.000136445322888494,0.0683911952098497,0.0389992175980589
"003x003",0.00351730202476255,0.46301769827126,6.7001600278661e-05,0.1569917567143,0.079146159741358,0.2347496311058,0.026529634013413,0.00961594938531619,0.0263648671435105
"003x019",9.41737034699183e-05,0.423573901120546,9.41737034699172e-05,0.0430091577869829,0.203749977250644,0.078811255527479,0.030453565486531,9.41737034699185e-05,0.220119621717407
"003x020",0.0115386973170338,0.0836826987802454,0.0283139681679902,0.0942697597097878,0.0351999916735485,0.639474885148057,0.00254023892557893,0.0801715512587245,0.0248082090190342
"003x021",0.0278817695789936,0.103151051240995,0.0999837372499484,0.249707686637719,0.0408710051220147,0.395508082604484,5.80475304738222e-05,0.0590649373110097,0.0237736827243615
"003x032",0.0403879795748983,0.21036448677756,0.0324297138421757,0.0590829662698363,0.092338546874463,0.0679117856531681,0.000241615513713316,0.000241615513366682,0.497001289980818
"003x033",0.0365888518297826,0.112994212759655,0.329790880355642,0.0654137514103844,0.12935008747453,0.109589451105814,0.0258203768549713,0.012258788646842,0.17819359956238
"003x034",0.0162767087471317,0.0357885969075767,0.847490680505222,0.00250084524793744,0.020815775073452,0.0457346281501512,0.000637049456464525,0.00674306723920167,0.0240126486728632
"003x035",0.000144730526437493,0.180422611072976,0.496984991163938,0.00456435011137618,0.10438366322875,0.125724419308423,0.000144730527063513,0.000144730526441381,0.0874857735345943
"003x036",0.0849983209063794,0.136540129935215,0.00223326144823341,0.0472164984670513,0.152748366408141,0.0615881467489227,0.0309885317849517,9.9570864075181e-05,0.48358717343703
"003x037",0.0398500008879185,0.0811301761329182,0.000147239793341918,0.0595334161935821,0.102548991625606,0.294835353289376,0.0145727904641848,0.0378390996077132,0.369542932005359
"003x038",0.0583531038605397,0.14389969305983,0.0262164611210894,0.0547686827032583,0.111798823882571,0.172995110494494,0.0131205261164155,0.0132272280335646,0.405620370728237
"003x039",0.0963655648374391,0.197274722866366,0.0314418393383145,0.0764930094766117,0.129918433378568,0.049458367211359,0.032234308247539,0.00662862137176059,0.380185133272042
"003x040",0.066616967018702,0.241903178423508,0.0282755797559273,0.00526276465968117,0.251220029614342,0.0373341511467845,0.0463632874520611,0.0394948016330676,0.283529240295926
"003x041",0.00029764780113793,0.248672499504585,0.159007276134012,0.0249034476477999,0.19826190566689,0.0744271280239678,0.0387331000625961,0.0773443625171422,0.17835263264187
"003x042",0.0414000578506201,0.206945962524348,0.0741782092367701,0.118534557808517,0.20789292634697,0.0603103187172317,0.0304990689185301,0.000278004263681345,0.259960894333333
"003x043",0.0103566824166443,0.0893575308346518,0.317857536369278,0.140079831455358,0.216874199603484,0.0953954718018457,0.00017521125721941,0.0316553133028945,0.0982482229586248
"003x044",0.141127656853128,0.281868733537528,0.0253539256149843,0.00318506380646001,0.206872656045443,0.0772184067728361,0.000218021260172695,0.0108894499629817,0.253266086146466
"003x045",0.0645862334883447,0.269714071754456,0.0743078623974254,0.0336617048935775,0.208789567085922,0.0504631402230606,0.000222250598583752,0.000222250598585148,0.298032918960044
"003x046",0.000107153279124082,0.145079090078196,0.684852799011729,0.0462783467333915,0.0787411585839238,0.0255068938589277,0.000107153279116352,0.000272787179022974,0.019054617996569
"003x047",0.000207401570757076,0.0644332727544607,0.825490276154953,0.017526606108429,0.0103959167173545,0.056112534521324,0.00020740157187815,0.000300429646449953,0.0253261609543936
"003x048",0.000140739763589904,0.443198977672317,0.23580199402288,0.0409932391348056,0.043304619774347,0.126010658834873,0.000140739763581922,0.000140739763579888,0.110268291270026
"003x049",0.0115474083452266,0.266039906624503,0.397587658894038,0.0553969687991429,0.070009178758684,0.144442220412232,0.00970762657870174,0.000570876245748421,0.0446981553417232
"003x050",0.000206788083843275,0.287152067020384,0.338631956098847,0.0760445841724463,0.058673606496035,0.134434411526118,0.0337237544568012,0.000206788083807453,0.0709260440617177
"003x051",6.36420149594281e-05,0.51698620627322,0.104038631911168,0.0757266768416625,0.0586926419042961,6.36420149594908e-05,0.130743752700063,6.3642014959485e-05,0.113621164324711
"004x000",0.0387842232286847,0.158991429338738,0.266746296654416,0.145840665299984,0.0439170765725759,0.298786657519368,0.0255577946420902,0.0012721106262951,0.0201037461178481
"004x001",0.00163436734442461,0.184626407070781,9.5079973212161e-05,0.0343280160148582,0.0752051154918252,0.520249468000192,0.0675345337756418,0.066186374712667,0.0501406376163976
"004x002",0.000183631531799926,0.197134392225155,0.0154078542916779,0.0916467370965602,0.125755871660686,0.28908516637073,0.000183631531822817,0.147584451854828,0.133018263436741
"004x003",5.8602665335577e-05,0.0897729032405819,0.247059797823155,0.447964268620932,0.169602190459887,5.86026653366512e-05,0.0197656976245282,0.00553319835537465,0.0201847385448692
"004x020",8.89234872658e-05,0.34676597512173,0.0475380619850659,0.229996245432254,0.11217170437033,0.133814800636539,0.05889108267891,0.0057469442567625,0.0649862620311429
"004x021",9.37383663610019e-05,0.458070270213199,0.125932813004887,0.212549740300009,0.186847673149076,9.37383661791016e-05,9.37383666276641e-05,9.37383661791017e-05,0.0162245498674834
"004x032",9.46687554164913e-05,0.198679955388502,0.0424383600762858,0.402213074930073,0.132299174042861,0.0982859755904602,9.46687559070125e-05,0.0870041522238247,0.0388899702366697
"004x033",0.104909390105933,0.274079896287397,0.000125893061067113,0.0805256970722919,0.131188578914762,0.0788705253683553,0.0494871441436453,0.00631915433875431,0.274493720707793
"004x034",0.0163702718874309,0.154705195534611,0.248773888669292,0.0471985908331222,0.172136081532623,0.141737295270319,0.0338532466848534,0.00557097486126969,0.179654454726478
"004x035",0.0821485667400933,0.146441445095829,0.00379096360607567,0.198479361996174,0.200910612127316,0.109678120906529,0.0572491840091734,0.00042348981267873,0.200878255706131
"004x036",0.0588908422805965,0.0300922885863519,0.0239048574610172,0.223943580647115,0.121620242043064,0.0760832266285879,0.0176998337894444,0.0820132870632129,0.36575184150061
"004x037",0.111527732161778,0.0514152978452402,0.0206901883458775,0.0222666337395176,0.0915127197695309,0.0990490874986637,4.82316578035791e-05,0.0188347965510051,0.584655312430584
"004x038",0.0525321220141755,0.0210138943859165,0.0125676795892588,0.0241838077887531,0.0928619897654921,0.186596703282025,0.0255525700228569,0.0400050689846034,0.544686164166918
"004x039",0.0273204402166119,0.0419380230548644,0.00554714945459883,0.0460264061368374,0.148538464089234,0.549326691240255,0.0288530551247899,0.000128257159867282,0.152321513522941
"004x040",0.0254185577953003,0.230237462722814,0.000195673255229872,0.00768131184083576,0.1526461661886,0.270064290419554,0.000195673255525093,0.0719069788658225,0.241653885656319
"004x041",0.000199656285727838,0.234564190444062,0.0658314485874803,0.0401195448085363,0.133862163536574,0.314838267159979,0.000199656290716133,0.0616638856259455,0.148721187260979
"004x042",0.122704340886332,0.278131450143041,0.0271339482886871,0.0545324927424564,0.148147273344843,0.061456678419226,0.0617175872231717,0.0199273522159764,0.226248876736266
"004x043",0.0229538504110297,0.102914122619944,0.000443906220720871,0.158647697457343,0.229706417763345,0.243119718408119,0.0636614100501462,0.0139628781127404,0.164589998956612
"004x044",0.0616335771629479,0.0763359269855927,0.27471625785684,0.123196004654134,0.223178211693363,0.0989833641055717,0.0133564494051417,0.00399724276417505,0.124602965372234
"004x045",0.0826182628843922,0.367120596240498,0.0245333780866417,0.0188415432035396,0.182080491047712,0.143715752448212,0.0272940629905658,0.000211571929485844,0.153584341168952
"004x046",0.0569966655494206,0.178916503470445,0.521597052723249,0.0880328509951,0.0112761782648735,0.096510732314087,0.000148450752593414,0.000148450751898682,0.0463731151783332
"004x047",0.000354053637855423,0.224279041323557,0.559156786993968,0.0458525390110751,0.063342520038728,0.0589591736447618,0.000354053637878568,0.000354053637881206,0.0473477780742959
"004x048",0.0162785958910317,0.258219104345036,0.357891490417103,0.132362253450765,0.0646696553224252,0.0300669546249918,0.000306967800712972,0.00030696780069603,0.139898010347237
"004x049",0.00861652883549246,0.308490399118598,0.519801090287399,0.00015932165899671,0.0223325375103657,0.0842474956492493,0.000159321661894163,0.000159321661904323,0.0560339836161004
"004x050",0.0166754264442892,0.0262404218092263,0.92241152669841,0.00843390071694603,0.00316712786559781,5.5619201563991e-05,5.56192018616057e-05,0.00828766152263661,0.0146726965394681
"004x051",0.0519911285140758,0.286612505379388,0.0978047919019484,0.000210520752885192,0.24637768198054,0.0977230595640826,0.000210520752826544,0.000210520752825271,0.218859270401429
"005x020",0.0466617713532439,0.34836632872386,0.226301327729406,0.0814186857225773,0.0912172529380246,0.0492944324160351,0.0421340917011313,0.025451816605015,0.0891542928107067
"005x021",0.0158903785994673,0.366432727469357,0.121656390374727,0.0678081490250213,0.298775844616505,0.0726287410101758,0.000102530519605417,0.000102530520117674,0.056602707865023
"005x024",0.0559105410346327,0.376780057687688,0.000223950379956202,0.209190351500913,0.222573682013161,0.00831720627771982,0.0620698708356074,0.023486756954251,0.0414475833160705
"005x032",0.0292278622658753,0.431001150031636,0.0250745598276676,0.126006797840324,0.136720375981972,0.0747077181035316,0.115495858440029,0.00685116796904345,0.0549145095399217
"005x033",0.000126092858101156,0.343753050560475,0.203169971410162,0.196330812842255,0.0772399144111277,0.0997021448940793,0.000126092858658374,0.0061073726987795,0.0734445474663627
"005x034",0.0235761172059573,0.0971222347836717,0.0716154336064864,0.0926817701639603,0.182697106817195,0.000185770660133551,0.196286065741389,0.0317339306435653,0.304101570377642
"005x035",0.018871848706496,0.192110536106101,0.000303783100518785,0.155794758141321,0.133867724472023,0.180056241775511,0.000303783100518782,0.000303783100518785,0.31838754149699
"005x036",0.104995928830887,0.248741606826243,0.000139387245856479,0.0576888593338862,0.122818447365484,0.0945897740377505,0.0234911929872736,0.00726848965005283,0.340266313722566
"005x037",0.102388596424242,0.0833060827312722,0.0002183827520328,0.0544837032018818,0.0983614250055209,0.26486587788268,0.0123849682556726,0.0260995570879315,0.357891406658767
"005x038",0.0731078315464226,0.0434748423172091,0.000122829288246125,0.0987288798403884,0.0846690042595846,0.284973594514641,0.0931049480425822,0.0175433561495782,0.304274714041348
"005x039",0.0888081812109384,0.0701562830270311,0.0636828292839419,0.0298779729215137,0.0720615290659104,0.355551707197743,0.0263719909733728,0.0491233472432865,0.244366159076262
"005x040",0.000649161349824918,0.14703113834627,0.311624272363233,0.0732894898020044,0.0513691955247306,0.157117359018426,0.100461596448873,0.041229350274038,0.117228436872599
"005x041",0.0660099232664176,0.249046438969554,0.0198185649296145,0.170068594135569,0.100738189992806,0.174374634149498,0.00018962178944889,0.000189621789152732,0.21956441097794
"005x042",9.5182279656807e-05,0.38431410520035,9.51822775382366e-05,0.0332108323033519,0.165162624292369,0.207654444871464,9.51822780524964e-05,9.5182277538237e-05,0.209277264219679
"005x043",9.60252499526134e-05,0.0661615149379607,9.6025249952621e-05,9.60252499481882e-05,0.101401005470844,0.637742137627098,0.0690926845831457,9.60252499526304e-05,0.125218556381145
"005x044",0.0990180048156905,0.120189016849818,0.000184012537077601,0.0965068531780512,0.108065031789603,0.32478747819354,0.000184012537077601,0.0171525404566669,0.233913049642475
"005x045",0.125130557581096,0.195691529315042,0.0963232463959202,0.0490745537475693,0.160581623843391,0.0897349556025822,0.000208658834265626,0.000208658834266912,0.283046215845867
"005x046",0.0119389136310333,0.18421147738888,0.320836645616754,0.024987606696557,0.282512744030169,0.080118487264171,0.000332838989865602,0.0136312882239342,0.0814299981586361
"005x047",0.0217992541544698,0.271772604092435,0.33272259378293,0.0463660505855477,0.0952115883444637,0.11821754293122,0.000325989627689735,0.000325989627652352,0.113258386853591
"005x048",5.82044825557045e-05,0.472405978351001,0.0823750511866715,0.142342089482791,0.127375569882232,0.0163990630918331,0.0412727749922857,8.65409387227292e-05,0.117684727591907
"005x049",0.0452567438845289,0.256403710583128,0.384372669521982,0.0152105780824423,0.130935649046899,0.0777567302590415,0.00402271735946829,0.000308505014324978,0.0857326962481854
"005x050",0.0036939914880394,0.169786233938974,0.576639073010802,0.00548976830119482,0.138090815810472,0.0646495432487293,9.51664195185034e-05,9.51664195084812e-05,0.0414602413627613
"005x051",0.0322374884671502,0.39763855788053,0.0644270655565753,0.0612435167987002,0.169044356579183,0.0772490196053567,0.000218505113503263,0.00021850511308402,0.197722984885917
"006x003",0.0288308507450096,0.269153478266971,0.0886438620143323,0.227977210328001,0.169851546791371,0.0953656690227947,0.000473352256640292,0.0508398996456078,0.0688641309292708
"006x011",4.7795818088828e-05,0.65111980575246,4.77958181527019e-05,0.121694608042247,0.0955691781604569,0.104530183066334,4.77958181526888e-05,0.0268910362716924,5.18012524160135e-05
"006x020",0.0188650699751839,0.374096265527991,0.160725375980611,0.19077076862775,0.0811830322724284,0.0948495673420946,0.00022435907715081,0.000224359076816409,0.0790612021199735
"006x021",0.0233281502115231,0.103868422523746,0.0914189730634594,0.576566026252706,0.082843845459254,0.0850998590627299,0.0194558417321221,2.91521258920435e-05,0.017389729568567
"006x022",0.000151209045254261,0.417735986290386,0.0703078077608568,0.16172209050238,0.158045861006151,0.0915000494479051,0.000151209045271677,0.100234577856548,0.000151209045246272
"006x023",9.31306270608215e-05,0.38080710032154,9.31306265894547e-05,0.0348599622632946,0.238750540501576,0.163158437924071,0.177708606731133,0.00443596037814777,9.31306265871232e-05
"006x024",0.0117590182562063,0.332639032320271,0.151539458263096,0.136161915054322,0.151501673414042,0.14567083695823,0.000192026320561574,0.0276942420686869,0.0428417973445845
"006x025",7.4560638788977e-05,0.462755358078627,0.0972470084698248,0.195617676475329,0.061874947390236,0.0998723485011284,7.45606389582722e-05,0.0244725374371713,0.0580110023699359
"006x028",9.7421276426923e-05,0.474190664236556,0.0630304668544186,0.0580570081022681,0.115775367730003,0.261570084760762,9.74212744443568e-05,0.00819996218038614,0.0189816035847356
"006x036",0.0346207783376329,0.380266406616782,0.21423059539667,0.0517741410178773,0.0956952171112855,0.00016083870582788,0.0791003628364217,0.000136829923329218,0.144014830054173
"006x037",0.0727121567455639,0.191966058699711,0.000285433743595614,0.0614490690801659,0.171159780893254,0.292054693963769,0.0248695137619337,0.000285433743595617,0.185217859368411
"006x038",0.175087675597896,0.160958961313571,0.000143902152227532,0.0525390763733411,0.101978338080619,0.113492648828866,0.000143902152227533,0.00586646145904405,0.389789034042208
"006x039",0.0412829713856764,0.0884649385853498,0.000204482424295791,0.0655085564018021,0.108351161350865,0.423877401797032,0.0336537713830821,0.000204482424295811,0.2384522342476
