"","x","y"
"003x034",13598.1392739229,6102.46736904137
"003x035",13963.1562565871,6102.46736904137
"003x036",14328.1732392514,6102.46736904137
"003x037",14693.1902219156,6102.46736904137
"003x038",15058.2072045798,6102.46736904137
"003x039",15423.2241872441,6102.46736904137
"003x040",15788.2411699083,6102.46736904137
"003x041",16153.2581525725,6102.46736904137
"003x042",16518.2751352367,6102.46736904137
"003x043",16883.292117901,6102.46736904137
"003x044",17248.3091005652,6102.46736904137
"003x045",17613.3260832294,6102.46736904137
"003x046",17978.3430658936,6102.46736904137
"003x047",18343.3600485579,6102.46736904137
"003x048",18708.3770312221,6102.46736904137
"003x049",19073.3940138863,6102.46736904137
"003x050",19438.4109965506,6102.46736904137
"003x051",19803.4279792148,6102.46736904137
"003x052",20168.444961879,6102.46736904137
"004x000",1187.56186333919,6467.4843517056
"004x001",1552.57884600342,6467.4843517056
"004x002",1917.59582866765,6467.4843517056
"004x003",2282.61281133187,6467.4843517056
"004x004",2647.6297939961,6467.4843517056
"004x005",3012.64677666033,6467.4843517056
"004x006",3377.66375932455,6467.4843517056
"004x007",3742.68074198878,6467.4843517056
"004x008",4107.69772465301,6467.4843517056
"004x009",4472.71470731724,6467.4843517056
"004x010",4837.73168998146,6467.4843517056
"004x011",5202.74867264569,6467.4843517056
"004x012",5567.76565530992,6467.4843517056
"004x013",5932.78263797414,6467.4843517056
"004x014",6297.79962063837,6467.4843517056
"004x015",6662.8166033026,6467.4843517056
"004x016",7027.83358596683,6467.4843517056
"004x017",7392.85056863105,6467.4843517056
"004x018",7757.86755129528,6467.4843517056
"004x019",8122.88453395951,6467.4843517056
"004x020",8487.90151662374,6467.4843517056
"004x021",8852.91849928796,6467.4843517056
"004x022",9217.93548195219,6467.4843517056
"004x023",9582.95246461642,6467.4843517056
"004x024",9947.96944728064,6467.4843517056
"004x025",10312.9864299449,6467.4843517056
"004x026",10678.0034126091,6467.4843517056
"004x027",11043.0203952733,6467.4843517056
"004x028",11408.0373779376,6467.4843517056
"004x029",11773.0543606018,6467.4843517056
"004x030",12138.071343266,6467.4843517056
"004x031",12503.0883259302,6467.4843517056
"004x032",12868.1053085945,6467.4843517056
"004x033",13233.1222912587,6467.4843517056
"004x034",13598.1392739229,6467.4843517056
"004x035",13963.1562565871,6467.4843517056
"004x036",14328.1732392514,6467.4843517056
"004x037",14693.1902219156,6467.4843517056
"004x038",15058.2072045798,6467.4843517056
"004x039",15423.2241872441,6467.4843517056
"004x040",15788.2411699083,6467.4843517056
"004x041",16153.2581525725,6467.4843517056
"004x042",16518.2751352367,6467.4843517056
"004x043",16883.292117901,6467.4843517056
"004x044",17248.3091005652,6467.4843517056
"004x045",17613.3260832294,6467.4843517056
"004x046",17978.3430658936,6467.4843517056
"004x047",18343.3600485579,6467.4843517056
"004x048",18708.3770312221,6467.4843517056
"004x049",19073.3940138863,6467.4843517056
"004x050",19438.4109965506,6467.4843517056
"004x051",19803.4279792148,6467.4843517056
"004x052",20168.444961879,6467.4843517056
"005x000",1187.56186333919,6832.50133436982
"005x001",1552.57884600342,6832.50133436982
"005x002",1917.59582866765,6832.50133436982
"005x003",2282.61281133187,6832.50133436982
"005x004",2647.6297939961,6832.50133436982
"005x005",3012.64677666033,6832.50133436982
"005x006",3377.66375932455,6832.50133436982
"005x007",3742.68074198878,6832.50133436982
"005x008",4107.69772465301,6832.50133436982
"005x009",4472.71470731724,6832.50133436982
"005x010",4837.73168998146,6832.50133436982
"005x011",5202.74867264569,6832.50133436982
"005x012",5567.76565530992,6832.50133436982
"005x013",5932.78263797414,6832.50133436982
"005x014",6297.79962063837,6832.50133436982
"005x015",6662.8166033026,6832.50133436982
"005x016",7027.83358596683,6832.50133436982
"005x017",7392.85056863105,6832.50133436982
"005x018",7757.86755129528,6832.50133436982
"005x019",8122.88453395951,6832.50133436982
"005x020",8487.90151662374,6832.50133436982
"005x021",8852.91849928796,6832.50133436982
"005x022",9217.93548195219,6832.50133436982
"005x023",9582.95246461642,6832.50133436982
"005x024",9947.96944728064,6832.50133436982
"005x025",10312.9864299449,6832.50133436982
"005x026",10678.0034126091,6832.50133436982
"005x027",11043.0203952733,6832.50133436982
"005x028",11408.0373779376,6832.50133436982
"005x029",11773.0543606018,6832.50133436982
"005x030",12138.071343266,6832.50133436982
"005x031",12503.0883259302,6832.50133436982
"005x032",12868.1053085945,6832.50133436982
"005x033",13233.1222912587,6832.50133436982
"005x034",13598.1392739229,6832.50133436982
"005x035",13963.1562565871,6832.50133436982
"005x036",14328.1732392514,6832.50133436982
"005x037",14693.1902219156,6832.50133436982
"005x038",15058.2072045798,6832.50133436982
"005x039",15423.2241872441,6832.50133436982
"005x040",15788.2411699083,6832.50133436982
"005x041",16153.2581525725,6832.50133436982
"005x042",16518.2751352367,6832.50133436982
"005x043",16883.292117901,6832.50133436982
"005x044",17248.3091005652,6832.50133436982
"005x045",17613.3260832294,6832.50133436982
"005x046",17978.3430658936,6832.50133436982
"005x047",18343.3600485579,6832.50133436982
"005x048",18708.3770312221,6832.50133436982
"005x049",19073.3940138863,6832.50133436982
"005x050",19438.4109965506,6832.50133436982
"005x051",19803.4279792148,6832.50133436982
"005x052",20168.444961879,6832.50133436982
"006x000",1187.56186333919,7197.51831703405
"006x001",1552.57884600342,7197.51831703405
"006x002",1917.59582866765,7197.51831703405
"006x003",2282.61281133187,7197.51831703405
"006x004",2647.6297939961,7197.51831703405
"006x005",3012.64677666033,7197.51831703405
"006x006",3377.66375932455,7197.51831703405
"006x007",3742.68074198878,7197.51831703405
"006x008",4107.69772465301,7197.51831703405
"006x009",4472.71470731724,7197.51831703405
"006x010",4837.73168998146,7197.51831703405
"006x011",5202.74867264569,7197.51831703405
"006x012",5567.76565530992,7197.51831703405
"006x013",5932.78263797414,7197.51831703405
"006x014",6297.79962063837,7197.51831703405
"006x015",6662.8166033026,7197.51831703405
"006x016",7027.83358596683,7197.51831703405
"006x017",7392.85056863105,7197.51831703405
"006x018",7757.86755129528,7197.51831703405
"006x019",8122.88453395951,7197.51831703405
"006x020",8487.90151662374,7197.51831703405
"006x021",8852.91849928796,7197.51831703405
"006x022",9217.93548195219,7197.51831703405
"006x023",9582.95246461642,7197.51831703405
"006x024",9947.96944728064,7197.51831703405
"006x025",10312.9864299449,7197.51831703405
"006x026",10678.0034126091,7197.51831703405
"006x027",11043.0203952733,7197.51831703405
"006x028",11408.0373779376,7197.51831703405
"006x029",11773.0543606018,7197.51831703405
"006x030",12138.071343266,7197.51831703405
"006x031",12503.0883259302,7197.51831703405
"006x032",12868.1053085945,7197.51831703405
"006x033",13233.1222912587,7197.51831703405
"006x034",13598.1392739229,7197.51831703405
"006x035",13963.1562565871,7197.51831703405
"006x036",14328.1732392514,7197.51831703405
"006x037",14693.1902219156,7197.51831703405
"006x038",15058.2072045798,7197.51831703405
"006x039",15423.2241872441,7197.51831703405
"006x040",15788.2411699083,7197.51831703405
"006x041",16153.2581525725,7197.51831703405
"006x042",16518.2751352367,7197.51831703405
"006x043",16883.292117901,7197.51831703405
"006x044",17248.3091005652,7197.51831703405
"006x045",17613.3260832294,7197.51831703405
"006x046",17978.3430658936,7197.51831703405
"006x047",18343.3600485579,7197.51831703405
"006x048",18708.3770312221,7197.51831703405
"006x049",19073.3940138863,7197.51831703405
"006x050",19438.4109965506,7197.51831703405
"006x051",19803.4279792148,7197.51831703405
"006x052",20168.444961879,7197.51831703405
"007x000",1187.56186333919,7562.53529969828
"007x001",1552.57884600342,7562.53529969828
"007x002",1917.59582866765,7562.53529969828
"007x003",2282.61281133187,7562.53529969828
"007x004",2647.6297939961,7562.53529969828
"007x005",3012.64677666033,7562.53529969828
"007x006",3377.66375932455,7562.53529969828
"007x007",3742.68074198878,7562.53529969828
"007x008",4107.69772465301,7562.53529969828
"007x009",4472.71470731724,7562.53529969828
"007x010",4837.73168998146,7562.53529969828
"007x011",5202.74867264569,7562.53529969828
"007x012",5567.76565530992,7562.53529969828
"007x013",5932.78263797414,7562.53529969828
"007x014",6297.79962063837,7562.53529969828
"007x015",6662.8166033026,7562.53529969828
"007x016",7027.83358596683,7562.53529969828
"007x017",7392.85056863105,7562.53529969828
"007x018",7757.86755129528,7562.53529969828
"007x019",8122.88453395951,7562.53529969828
"007x020",8487.90151662374,7562.53529969828
"007x021",8852.91849928796,7562.53529969828
"007x022",9217.93548195219,7562.53529969828
"007x023",9582.95246461642,7562.53529969828
"007x024",9947.96944728064,7562.53529969828
"007x025",10312.9864299449,7562.53529969828
"007x026",10678.0034126091,7562.53529969828
"007x027",11043.0203952733,7562.53529969828
"007x028",11408.0373779376,7562.53529969828
"007x029",11773.0543606018,7562.53529969828
"007x030",12138.071343266,7562.53529969828
"007x031",12503.0883259302,7562.53529969828
"007x032",12868.1053085945,7562.53529969828
"007x033",13233.1222912587,7562.53529969828
"007x034",13598.1392739229,7562.53529969828
"007x035",13963.1562565871,7562.53529969828
"007x036",14328.1732392514,7562.53529969828
"007x037",14693.1902219156,7562.53529969828
"007x038",15058.2072045798,7562.53529969828
"007x039",15423.2241872441,7562.53529969828
"007x040",15788.2411699083,7562.53529969828
"007x041",16153.2581525725,7562.53529969828
"007x042",16518.2751352367,7562.53529969828
"007x043",16883.292117901,7562.53529969828
"007x044",17248.3091005652,7562.53529969828
"007x045",17613.3260832294,7562.53529969828
"007x046",17978.3430658936,7562.53529969828
"007x047",18343.3600485579,7562.53529969828
"007x048",18708.3770312221,7562.53529969828
"007x049",19073.3940138863,7562.53529969828
"007x050",19438.4109965506,7562.53529969828
"007x051",19803.4279792148,7562.53529969828
"007x052",20168.444961879,7562.53529969828
"008x000",1187.56186333919,7927.55228236251
"008x001",1552.57884600342,7927.55228236251
"008x002",1917.59582866765,7927.55228236251
"008x003",2282.61281133187,7927.55228236251
"008x004",2647.6297939961,7927.55228236251
"008x005",3012.64677666033,7927.55228236251
"008x006",3377.66375932455,7927.55228236251
"008x007",3742.68074198878,7927.55228236251
"008x008",4107.69772465301,7927.55228236251
"008x009",4472.71470731724,7927.55228236251
"008x010",4837.73168998146,7927.55228236251
"008x011",5202.74867264569,7927.55228236251
"008x012",5567.76565530992,7927.55228236251
"008x013",5932.78263797414,7927.55228236251
"008x014",6297.79962063837,7927.55228236251
"008x015",6662.8166033026,7927.55228236251
"008x016",7027.83358596683,7927.55228236251
"008x017",7392.85056863105,7927.55228236251
"008x018",7757.86755129528,7927.55228236251
"008x019",8122.88453395951,7927.55228236251
"008x020",8487.90151662374,7927.55228236251
"008x021",8852.91849928796,7927.55228236251
"008x022",9217.93548195219,7927.55228236251
"008x023",9582.95246461642,7927.55228236251
"008x024",9947.96944728064,7927.55228236251
"008x025",10312.9864299449,7927.55228236251
"008x026",10678.0034126091,7927.55228236251
"008x027",11043.0203952733,7927.55228236251
"008x028",11408.0373779376,7927.55228236251
"008x029",11773.0543606018,7927.55228236251
"008x030",12138.071343266,7927.55228236251
"008x031",12503.0883259302,7927.55228236251
"008x032",12868.1053085945,7927.55228236251
"008x033",13233.1222912587,7927.55228236251
"008x034",13598.1392739229,7927.55228236251
"008x035",13963.1562565871,7927.55228236251
"008x036",14328.1732392514,7927.55228236251
"008x037",14693.1902219156,7927.55228236251
"008x038",15058.2072045798,7927.55228236251
"008x039",15423.2241872441,7927.55228236251
"008x040",15788.2411699083,7927.55228236251
"008x041",16153.2581525725,7927.55228236251
"008x042",16518.2751352367,7927.55228236251
"008x043",16883.292117901,7927.55228236251
"008x044",17248.3091005652,7927.55228236251
"008x045",17613.3260832294,7927.55228236251
"008x046",17978.3430658936,7927.55228236251
"008x047",18343.3600485579,7927.55228236251
"008x048",18708.3770312221,7927.55228236251
"008x049",19073.3940138863,7927.55228236251
"008x050",19438.4109965506,7927.55228236251
"008x051",19803.4279792148,7927.55228236251
"008x052",20168.444961879,7927.55228236251
"009x000",1187.56186333919,8292.56926502673
"009x001",1552.57884600342,8292.56926502673
"009x002",1917.59582866765,8292.56926502673
"009x003",2282.61281133187,8292.56926502673
"009x004",2647.6297939961,8292.56926502673
"009x005",3012.64677666033,8292.56926502673
"009x006",3377.66375932455,8292.56926502673
"009x007",3742.68074198878,8292.56926502673
"009x008",4107.69772465301,8292.56926502673
"009x009",4472.71470731724,8292.56926502673
"009x010",4837.73168998146,8292.56926502673
"009x011",5202.74867264569,8292.56926502673
"009x012",5567.76565530992,8292.56926502673
"009x013",5932.78263797414,8292.56926502673
"009x014",6297.79962063837,8292.56926502673
"009x015",6662.8166033026,8292.56926502673
"009x016",7027.83358596683,8292.56926502673
"009x017",7392.85056863105,8292.56926502673
"009x018",7757.86755129528,8292.56926502673
"009x019",8122.88453395951,8292.56926502673
"009x020",8487.90151662374,8292.56926502673
"009x021",8852.91849928796,8292.56926502673
"009x022",9217.93548195219,8292.56926502673
"009x023",9582.95246461642,8292.56926502673
"009x024",9947.96944728064,8292.56926502673
"009x025",10312.9864299449,8292.56926502673
"009x026",10678.0034126091,8292.56926502673
"009x027",11043.0203952733,8292.56926502673
"009x028",11408.0373779376,8292.56926502673
"009x029",11773.0543606018,8292.56926502673
"009x030",12138.071343266,8292.56926502673
"009x031",12503.0883259302,8292.56926502673
"009x032",12868.1053085945,8292.56926502673
"009x033",13233.1222912587,8292.56926502673
"009x034",13598.1392739229,8292.56926502673
"009x035",13963.1562565871,8292.56926502673
"009x036",14328.1732392514,8292.56926502673
"009x037",14693.1902219156,8292.56926502673
"009x038",15058.2072045798,8292.56926502673
"009x039",15423.2241872441,8292.56926502673
"009x040",15788.2411699083,8292.56926502673
"009x041",16153.2581525725,8292.56926502673
"009x042",16518.2751352367,8292.56926502673
"009x043",16883.292117901,8292.56926502673
"009x044",17248.3091005652,8292.56926502673
"009x045",17613.3260832294,8292.56926502673
"009x046",17978.3430658936,8292.56926502673
"009x047",18343.3600485579,8292.56926502673
"009x048",18708.3770312221,8292.56926502673
"009x049",19073.3940138863,8292.56926502673
"009x050",19438.4109965506,8292.56926502673
"009x051",19803.4279792148,8292.56926502673
"009x052",20168.444961879,8292.56926502673
"010x000",1187.56186333919,8657.58624769096
"010x001",1552.57884600342,8657.58624769096
"010x002",1917.59582866765,8657.58624769096
"010x003",2282.61281133187,8657.58624769096
"010x004",2647.6297939961,8657.58624769096
"010x005",3012.64677666033,8657.58624769096
"010x006",3377.66375932455,8657.58624769096
"010x007",3742.68074198878,8657.58624769096
"010x008",4107.69772465301,8657.58624769096
"010x009",4472.71470731724,8657.58624769096
"010x010",4837.73168998146,8657.58624769096
"010x011",5202.74867264569,8657.58624769096
"010x012",5567.76565530992,8657.58624769096
"010x013",5932.78263797414,8657.58624769096
"010x014",6297.79962063837,8657.58624769096
"010x015",6662.8166033026,8657.58624769096
"010x016",7027.83358596683,8657.58624769096
"010x017",7392.85056863105,8657.58624769096
"010x018",7757.86755129528,8657.58624769096
"010x019",8122.88453395951,8657.58624769096
"010x020",8487.90151662374,8657.58624769096
"010x021",8852.91849928796,8657.58624769096
"010x022",9217.93548195219,8657.58624769096
"010x023",9582.95246461642,8657.58624769096
"010x024",9947.96944728064,8657.58624769096
"010x025",10312.9864299449,8657.58624769096
"010x026",10678.0034126091,8657.58624769096
"010x027",11043.0203952733,8657.58624769096
"010x028",11408.0373779376,8657.58624769096
"010x029",11773.0543606018,8657.58624769096
"010x030",12138.071343266,8657.58624769096
"010x031",12503.0883259302,8657.58624769096
"010x032",12868.1053085945,8657.58624769096
"010x033",13233.1222912587,8657.58624769096
"010x034",13598.1392739229,8657.58624769096
"010x035",13963.1562565871,8657.58624769096
"010x036",14328.1732392514,8657.58624769096
"010x037",14693.1902219156,8657.58624769096
"010x038",15058.2072045798,8657.58624769096
"010x039",15423.2241872441,8657.58624769096
"010x040",15788.2411699083,8657.58624769096
"010x041",16153.2581525725,8657.58624769096
"010x042",16518.2751352367,8657.58624769096
"010x043",16883.292117901,8657.58624769096
"010x044",17248.3091005652,8657.58624769096
"010x045",17613.3260832294,8657.58624769096
"010x046",17978.3430658936,8657.58624769096
"010x047",18343.3600485579,8657.58624769096
"010x048",18708.3770312221,8657.58624769096
"010x049",19073.3940138863,8657.58624769096
"010x050",19438.4109965506,8657.58624769096
"010x051",19803.4279792148,8657.58624769096
"010x052",20168.444961879,8657.58624769096
"011x000",1187.56186333919,9022.60323035519
"011x001",1552.57884600342,9022.60323035519
"011x002",1917.59582866765,9022.60323035519
"011x003",2282.61281133187,9022.60323035519
"011x004",2647.6297939961,9022.60323035519
"011x005",3012.64677666033,9022.60323035519
"011x006",3377.66375932455,9022.60323035519
"011x007",3742.68074198878,9022.60323035519
"011x008",4107.69772465301,9022.60323035519
"011x009",4472.71470731724,9022.60323035519
"011x010",4837.73168998146,9022.60323035519
"011x011",5202.74867264569,9022.60323035519
"011x012",5567.76565530992,9022.60323035519
"011x013",5932.78263797414,9022.60323035519
"011x014",6297.79962063837,9022.60323035519
"011x015",6662.8166033026,9022.60323035519
"011x016",7027.83358596683,9022.60323035519
"011x017",7392.85056863105,9022.60323035519
"011x018",7757.86755129528,9022.60323035519
"011x019",8122.88453395951,9022.60323035519
"011x020",8487.90151662374,9022.60323035519
"011x021",8852.91849928796,9022.60323035519
"011x022",9217.93548195219,9022.60323035519
"011x023",9582.95246461642,9022.60323035519
"011x024",9947.96944728064,9022.60323035519
"011x025",10312.9864299449,9022.60323035519
"011x026",10678.0034126091,9022.60323035519
"011x027",11043.0203952733,9022.60323035519
"011x028",11408.0373779376,9022.60323035519
"011x029",11773.0543606018,9022.60323035519
"011x030",12138.071343266,9022.60323035519
"011x031",12503.0883259302,9022.60323035519
"011x032",12868.1053085945,9022.60323035519
"011x033",13233.1222912587,9022.60323035519
"011x034",13598.1392739229,9022.60323035519
"011x035",13963.1562565871,9022.60323035519
"011x036",14328.1732392514,9022.60323035519
"011x037",14693.1902219156,9022.60323035519
"011x038",15058.2072045798,9022.60323035519
"011x039",15423.2241872441,9022.60323035519
"011x040",15788.2411699083,9022.60323035519
"011x041",16153.2581525725,9022.60323035519
"011x042",16518.2751352367,9022.60323035519
"011x043",16883.292117901,9022.60323035519
"011x044",17248.3091005652,9022.60323035519
"011x045",17613.3260832294,9022.60323035519
"011x046",17978.3430658936,9022.60323035519
"011x047",18343.3600485579,9022.60323035519
"011x048",18708.3770312221,9022.60323035519
"011x049",19073.3940138863,9022.60323035519
"011x050",19438.4109965506,9022.60323035519
"011x051",19803.4279792148,9022.60323035519
"011x052",20168.444961879,9022.60323035519
"012x000",1187.56186333919,9387.62021301942
"012x001",1552.57884600342,9387.62021301942
"012x002",1917.59582866765,9387.62021301942
"012x003",2282.61281133187,9387.62021301942
"012x004",2647.6297939961,9387.62021301942
"012x005",3012.64677666033,9387.62021301942
"012x006",3377.66375932455,9387.62021301942
"012x007",3742.68074198878,9387.62021301942
"012x008",4107.69772465301,9387.62021301942
"012x009",4472.71470731724,9387.62021301942
"012x010",4837.73168998146,9387.62021301942
"012x011",5202.74867264569,9387.62021301942
"012x012",5567.76565530992,9387.62021301942
"012x013",5932.78263797414,9387.62021301942
"012x014",6297.79962063837,9387.62021301942
"012x015",6662.8166033026,9387.62021301942
"012x016",7027.83358596683,9387.62021301942
"012x017",7392.85056863105,9387.62021301942
"012x018",7757.86755129528,9387.62021301942
"012x019",8122.88453395951,9387.62021301942
"012x020",8487.90151662374,9387.62021301942
"012x021",8852.91849928796,9387.62021301942
"012x022",9217.93548195219,9387.62021301942
"012x023",9582.95246461642,9387.62021301942
"012x024",9947.96944728064,9387.62021301942
"012x025",10312.9864299449,9387.62021301942
"012x026",10678.0034126091,9387.62021301942
"012x027",11043.0203952733,9387.62021301942
"012x028",11408.0373779376,9387.62021301942
"012x029",11773.0543606018,9387.62021301942
"012x030",12138.071343266,9387.62021301942
