"","x","y"
"012x031",12503.0883259302,9387.62021301942
"012x032",12868.1053085945,9387.62021301942
"012x033",13233.1222912587,9387.62021301942
"012x034",13598.1392739229,9387.62021301942
"012x035",13963.1562565871,9387.62021301942
"012x036",14328.1732392514,9387.62021301942
"012x037",14693.1902219156,9387.62021301942
"012x038",15058.2072045798,9387.62021301942
"012x039",15423.2241872441,9387.62021301942
"012x040",15788.2411699083,9387.62021301942
"012x041",16153.2581525725,9387.62021301942
"012x042",16518.2751352367,9387.62021301942
"012x043",16883.292117901,9387.62021301942
"012x044",17248.3091005652,9387.62021301942
"012x045",17613.3260832294,9387.62021301942
"012x046",17978.3430658936,9387.62021301942
"012x047",18343.3600485579,9387.62021301942
"012x048",18708.3770312221,9387.62021301942
"012x049",19073.3940138863,9387.62021301942
"012x050",19438.4109965506,9387.62021301942
"012x051",19803.4279792148,9387.62021301942
"012x052",20168.444961879,9387.62021301942
"013x000",1187.56186333919,9752.63719568364
"013x001",1552.57884600342,9752.63719568364
"013x002",1917.59582866765,9752.63719568364
"013x003",2282.61281133187,9752.63719568364
"013x004",2647.6297939961,9752.63719568364
"013x005",3012.64677666033,9752.63719568364
"013x006",3377.66375932455,9752.63719568364
"013x007",3742.68074198878,9752.63719568364
"013x008",4107.69772465301,9752.63719568364
"013x009",4472.71470731724,9752.63719568364
"013x010",4837.73168998146,9752.63719568364
"013x011",5202.74867264569,9752.63719568364
"013x012",5567.76565530992,9752.63719568364
"013x013",5932.78263797414,9752.63719568364
"013x014",6297.79962063837,9752.63719568364
"013x015",6662.8166033026,9752.63719568364
"013x016",7027.83358596683,9752.63719568364
"013x017",7392.85056863105,9752.63719568364
"013x018",7757.86755129528,9752.63719568364
"013x019",8122.88453395951,9752.63719568364
"013x020",8487.90151662374,9752.63719568364
"013x021",8852.91849928796,9752.63719568364
"013x022",9217.93548195219,9752.63719568364
"013x023",9582.95246461642,9752.63719568364
"013x024",9947.96944728064,9752.63719568364
"013x025",10312.9864299449,9752.63719568364
"013x026",10678.0034126091,9752.63719568364
"013x027",11043.0203952733,9752.63719568364
"013x028",11408.0373779376,9752.63719568364
"013x029",11773.0543606018,9752.63719568364
"013x030",12138.071343266,9752.63719568364
"013x031",12503.0883259302,9752.63719568364
"013x032",12868.1053085945,9752.63719568364
"013x033",13233.1222912587,9752.63719568364
"013x034",13598.1392739229,9752.63719568364
"013x035",13963.1562565871,9752.63719568364
"013x036",14328.1732392514,9752.63719568364
"013x037",14693.1902219156,9752.63719568364
"013x038",15058.2072045798,9752.63719568364
"013x039",15423.2241872441,9752.63719568364
"013x040",15788.2411699083,9752.63719568364
"013x041",16153.2581525725,9752.63719568364
"013x042",16518.2751352367,9752.63719568364
"013x043",16883.292117901,9752.63719568364
"013x044",17248.3091005652,9752.63719568364
"013x045",17613.3260832294,9752.63719568364
"013x046",17978.3430658936,9752.63719568364
"013x047",18343.3600485579,9752.63719568364
"013x048",18708.3770312221,9752.63719568364
"013x049",19073.3940138863,9752.63719568364
"013x050",19438.4109965506,9752.63719568364
"013x051",19803.4279792148,9752.63719568364
"013x052",20168.444961879,9752.63719568364
"014x000",1187.56186333919,10117.6541783479
"014x001",1552.57884600342,10117.6541783479
"014x002",1917.59582866765,10117.6541783479
"014x003",2282.61281133187,10117.6541783479
"014x004",2647.6297939961,10117.6541783479
"014x005",3012.64677666033,10117.6541783479
"014x006",3377.66375932455,10117.6541783479
"014x007",3742.68074198878,10117.6541783479
"014x008",4107.69772465301,10117.6541783479
"014x009",4472.71470731724,10117.6541783479
"014x010",4837.73168998146,10117.6541783479
"014x011",5202.74867264569,10117.6541783479
"014x012",5567.76565530992,10117.6541783479
"014x013",5932.78263797414,10117.6541783479
"014x014",6297.79962063837,10117.6541783479
"014x015",6662.8166033026,10117.6541783479
"014x016",7027.83358596683,10117.6541783479
"014x017",7392.85056863105,10117.6541783479
"014x018",7757.86755129528,10117.6541783479
"014x019",8122.88453395951,10117.6541783479
"014x020",8487.90151662374,10117.6541783479
"014x021",8852.91849928796,10117.6541783479
"014x022",9217.93548195219,10117.6541783479
"014x023",9582.95246461642,10117.6541783479
"014x024",9947.96944728064,10117.6541783479
"014x025",10312.9864299449,10117.6541783479
"014x026",10678.0034126091,10117.6541783479
"014x027",11043.0203952733,10117.6541783479
"014x028",11408.0373779376,10117.6541783479
"014x029",11773.0543606018,10117.6541783479
"014x030",12138.071343266,10117.6541783479
"014x031",12503.0883259302,10117.6541783479
"014x032",12868.1053085945,10117.6541783479
"014x033",13233.1222912587,10117.6541783479
"014x034",13598.1392739229,10117.6541783479
"014x035",13963.1562565871,10117.6541783479
"014x036",14328.1732392514,10117.6541783479
"014x037",14693.1902219156,10117.6541783479
"014x038",15058.2072045798,10117.6541783479
"014x039",15423.2241872441,10117.6541783479
"014x040",15788.2411699083,10117.6541783479
"014x041",16153.2581525725,10117.6541783479
"014x042",16518.2751352367,10117.6541783479
"014x043",16883.292117901,10117.6541783479
"014x044",17248.3091005652,10117.6541783479
"014x045",17613.3260832294,10117.6541783479
"014x046",17978.3430658936,10117.6541783479
"014x047",18343.3600485579,10117.6541783479
"014x048",18708.3770312221,10117.6541783479
"014x049",19073.3940138863,10117.6541783479
"014x050",19438.4109965506,10117.6541783479
"014x051",19803.4279792148,10117.6541783479
"014x052",20168.444961879,10117.6541783479
"015x000",1187.56186333919,10482.6711610121
"015x001",1552.57884600342,10482.6711610121
"015x002",1917.59582866765,10482.6711610121
"015x003",2282.61281133187,10482.6711610121
"015x004",2647.6297939961,10482.6711610121
"015x005",3012.64677666033,10482.6711610121
"015x006",3377.66375932455,10482.6711610121
"015x007",3742.68074198878,10482.6711610121
"015x008",4107.69772465301,10482.6711610121
"015x009",4472.71470731724,10482.6711610121
"015x010",4837.73168998146,10482.6711610121
"015x011",5202.74867264569,10482.6711610121
"015x012",5567.76565530992,10482.6711610121
"015x013",5932.78263797414,10482.6711610121
"015x014",6297.79962063837,10482.6711610121
"015x015",6662.8166033026,10482.6711610121
"015x016",7027.83358596683,10482.6711610121
"015x017",7392.85056863105,10482.6711610121
"015x018",7757.86755129528,10482.6711610121
"015x019",8122.88453395951,10482.6711610121
"015x020",8487.90151662374,10482.6711610121
"015x021",8852.91849928796,10482.6711610121
"015x022",9217.93548195219,10482.6711610121
"015x023",9582.95246461642,10482.6711610121
"015x024",9947.96944728064,10482.6711610121
"015x025",10312.9864299449,10482.6711610121
"015x026",10678.0034126091,10482.6711610121
"015x027",11043.0203952733,10482.6711610121
"015x028",11408.0373779376,10482.6711610121
"015x029",11773.0543606018,10482.6711610121
"015x030",12138.071343266,10482.6711610121
"015x031",12503.0883259302,10482.6711610121
"015x032",12868.1053085945,10482.6711610121
"015x033",13233.1222912587,10482.6711610121
"015x034",13598.1392739229,10482.6711610121
"015x035",13963.1562565871,10482.6711610121
"015x036",14328.1732392514,10482.6711610121
"015x037",14693.1902219156,10482.6711610121
"015x038",15058.2072045798,10482.6711610121
"015x039",15423.2241872441,10482.6711610121
"015x040",15788.2411699083,10482.6711610121
"015x041",16153.2581525725,10482.6711610121
"015x042",16518.2751352367,10482.6711610121
"015x043",16883.292117901,10482.6711610121
"015x044",17248.3091005652,10482.6711610121
"015x045",17613.3260832294,10482.6711610121
"015x046",17978.3430658936,10482.6711610121
"015x047",18343.3600485579,10482.6711610121
"015x048",18708.3770312221,10482.6711610121
"015x049",19073.3940138863,10482.6711610121
"015x050",19438.4109965506,10482.6711610121
"015x051",19803.4279792148,10482.6711610121
"015x052",20168.444961879,10482.6711610121
"016x000",1187.56186333919,10847.6881436763
"016x001",1552.57884600342,10847.6881436763
"016x002",1917.59582866765,10847.6881436763
"016x003",2282.61281133187,10847.6881436763
"016x004",2647.6297939961,10847.6881436763
"016x005",3012.64677666033,10847.6881436763
"016x006",3377.66375932455,10847.6881436763
"016x007",3742.68074198878,10847.6881436763
"016x008",4107.69772465301,10847.6881436763
"016x009",4472.71470731724,10847.6881436763
"016x010",4837.73168998146,10847.6881436763
"016x011",5202.74867264569,10847.6881436763
"016x012",5567.76565530992,10847.6881436763
"016x013",5932.78263797414,10847.6881436763
"016x014",6297.79962063837,10847.6881436763
"016x015",6662.8166033026,10847.6881436763
"016x016",7027.83358596683,10847.6881436763
"016x017",7392.85056863105,10847.6881436763
"016x018",7757.86755129528,10847.6881436763
"016x019",8122.88453395951,10847.6881436763
"016x020",8487.90151662374,10847.6881436763
"016x021",8852.91849928796,10847.6881436763
"016x022",9217.93548195219,10847.6881436763
"016x023",9582.95246461642,10847.6881436763
"016x024",9947.96944728064,10847.6881436763
"016x025",10312.9864299449,10847.6881436763
"016x026",10678.0034126091,10847.6881436763
"016x027",11043.0203952733,10847.6881436763
"016x028",11408.0373779376,10847.6881436763
"016x029",11773.0543606018,10847.6881436763
"016x030",12138.071343266,10847.6881436763
"016x031",12503.0883259302,10847.6881436763
"016x032",12868.1053085945,10847.6881436763
"016x033",13233.1222912587,10847.6881436763
"016x034",13598.1392739229,10847.6881436763
"016x035",13963.1562565871,10847.6881436763
"016x036",14328.1732392514,10847.6881436763
"016x037",14693.1902219156,10847.6881436763
"016x038",15058.2072045798,10847.6881436763
"016x039",15423.2241872441,10847.6881436763
"016x040",15788.2411699083,10847.6881436763
"016x041",16153.2581525725,10847.6881436763
"016x042",16518.2751352367,10847.6881436763
"016x043",16883.292117901,10847.6881436763
"016x044",17248.3091005652,10847.6881436763
"016x045",17613.3260832294,10847.6881436763
"016x046",17978.3430658936,10847.6881436763
"016x047",18343.3600485579,10847.6881436763
"016x048",18708.3770312221,10847.6881436763
"016x049",19073.3940138863,10847.6881436763
"016x050",19438.4109965506,10847.6881436763
"016x051",19803.4279792148,10847.6881436763
"016x052",20168.444961879,10847.6881436763
"017x000",1187.56186333919,11212.7051263406
"017x001",1552.57884600342,11212.7051263406
"017x002",1917.59582866765,11212.7051263406
"017x003",2282.61281133187,11212.7051263406
"017x004",2647.6297939961,11212.7051263406
"017x005",3012.64677666033,11212.7051263406
"017x006",3377.66375932455,11212.7051263406
"017x007",3742.68074198878,11212.7051263406
"017x008",4107.69772465301,11212.7051263406
"017x009",4472.71470731724,11212.7051263406
"017x010",4837.73168998146,11212.7051263406
"017x011",5202.74867264569,11212.7051263406
"017x012",5567.76565530992,11212.7051263406
"017x013",5932.78263797414,11212.7051263406
"017x014",6297.79962063837,11212.7051263406
"017x015",6662.8166033026,11212.7051263406
"017x016",7027.83358596683,11212.7051263406
"017x017",7392.85056863105,11212.7051263406
"017x018",7757.86755129528,11212.7051263406
"017x019",8122.88453395951,11212.7051263406
"017x020",8487.90151662374,11212.7051263406
"017x021",8852.91849928796,11212.7051263406
"017x022",9217.93548195219,11212.7051263406
"017x023",9582.95246461642,11212.7051263406
"017x024",9947.96944728064,11212.7051263406
"017x025",10312.9864299449,11212.7051263406
"017x026",10678.0034126091,11212.7051263406
"017x027",11043.0203952733,11212.7051263406
"017x028",11408.0373779376,11212.7051263406
"017x029",11773.0543606018,11212.7051263406
"017x030",12138.071343266,11212.7051263406
"017x031",12503.0883259302,11212.7051263406
"017x032",12868.1053085945,11212.7051263406
"017x033",13233.1222912587,11212.7051263406
"017x034",13598.1392739229,11212.7051263406
"017x035",13963.1562565871,11212.7051263406
"017x036",14328.1732392514,11212.7051263406
"017x037",14693.1902219156,11212.7051263406
"017x038",15058.2072045798,11212.7051263406
"017x039",15423.2241872441,11212.7051263406
"017x040",15788.2411699083,11212.7051263406
"017x041",16153.2581525725,11212.7051263406
"017x042",16518.2751352367,11212.7051263406
"017x043",16883.292117901,11212.7051263406
"017x044",17248.3091005652,11212.7051263406
"017x045",17613.3260832294,11212.7051263406
"017x046",17978.3430658936,11212.7051263406
"017x047",18343.3600485579,11212.7051263406
"017x048",18708.3770312221,11212.7051263406
"017x049",19073.3940138863,11212.7051263406
"017x050",19438.4109965506,11212.7051263406
"017x051",19803.4279792148,11212.7051263406
"017x052",20168.444961879,11212.7051263406
"018x000",1187.56186333919,11577.7221090048
"018x001",1552.57884600342,11577.7221090048
"018x002",1917.59582866765,11577.7221090048
"018x003",2282.61281133187,11577.7221090048
"018x004",2647.6297939961,11577.7221090048
"018x005",3012.64677666033,11577.7221090048
"018x006",3377.66375932455,11577.7221090048
"018x007",3742.68074198878,11577.7221090048
"018x008",4107.69772465301,11577.7221090048
"018x009",4472.71470731724,11577.7221090048
"018x010",4837.73168998146,11577.7221090048
"018x011",5202.74867264569,11577.7221090048
"018x012",5567.76565530992,11577.7221090048
"018x013",5932.78263797414,11577.7221090048
"018x014",6297.79962063837,11577.7221090048
"018x015",6662.8166033026,11577.7221090048
"018x016",7027.83358596683,11577.7221090048
"018x017",7392.85056863105,11577.7221090048
"018x018",7757.86755129528,11577.7221090048
"018x019",8122.88453395951,11577.7221090048
"018x020",8487.90151662374,11577.7221090048
"018x021",8852.91849928796,11577.7221090048
"018x022",9217.93548195219,11577.7221090048
"018x023",9582.95246461642,11577.7221090048
"018x024",9947.96944728064,11577.7221090048
"018x025",10312.9864299449,11577.7221090048
"018x026",10678.0034126091,11577.7221090048
"018x027",11043.0203952733,11577.7221090048
"018x028",11408.0373779376,11577.7221090048
"018x029",11773.0543606018,11577.7221090048
"018x030",12138.071343266,11577.7221090048
"018x031",12503.0883259302,11577.7221090048
"018x032",12868.1053085945,11577.7221090048
"018x033",13233.1222912587,11577.7221090048
"018x034",13598.1392739229,11577.7221090048
"018x035",13963.1562565871,11577.7221090048
"018x036",14328.1732392514,11577.7221090048
"018x037",14693.1902219156,11577.7221090048
"018x038",15058.2072045798,11577.7221090048
"018x039",15423.2241872441,11577.7221090048
"018x040",15788.2411699083,11577.7221090048
"018x041",16153.2581525725,11577.7221090048
"018x042",16518.2751352367,11577.7221090048
"018x043",16883.292117901,11577.7221090048
"018x044",17248.3091005652,11577.7221090048
"018x045",17613.3260832294,11577.7221090048
"018x046",17978.3430658936,11577.7221090048
"018x047",18343.3600485579,11577.7221090048
"018x048",18708.3770312221,11577.7221090048
"018x049",19073.3940138863,11577.7221090048
"018x050",19438.4109965506,11577.7221090048
"018x051",19803.4279792148,11577.7221090048
"018x052",20168.444961879,11577.7221090048
"019x000",1187.56186333919,11942.739091669
"019x001",1552.57884600342,11942.739091669
"019x002",1917.59582866765,11942.739091669
"019x003",2282.61281133187,11942.739091669
"019x004",2647.6297939961,11942.739091669
"019x005",3012.64677666033,11942.739091669
"019x006",3377.66375932455,11942.739091669
"019x007",3742.68074198878,11942.739091669
"019x008",4107.69772465301,11942.739091669
"019x009",4472.71470731724,11942.739091669
"019x010",4837.73168998146,11942.739091669
"019x011",5202.74867264569,11942.739091669
"019x012",5567.76565530992,11942.739091669
"019x013",5932.78263797414,11942.739091669
"019x014",6297.79962063837,11942.739091669
"019x015",6662.8166033026,11942.739091669
"019x016",7027.83358596683,11942.739091669
"019x017",7392.85056863105,11942.739091669
"019x018",7757.86755129528,11942.739091669
"019x019",8122.88453395951,11942.739091669
"019x020",8487.90151662374,11942.739091669
"019x021",8852.91849928796,11942.739091669
"019x022",9217.93548195219,11942.739091669
"019x023",9582.95246461642,11942.739091669
"019x024",9947.96944728064,11942.739091669
"019x025",10312.9864299449,11942.739091669
"019x026",10678.0034126091,11942.739091669
"019x027",11043.0203952733,11942.739091669
"019x028",11408.0373779376,11942.739091669
"019x029",11773.0543606018,11942.739091669
"019x030",12138.071343266,11942.739091669
"019x031",12503.0883259302,11942.739091669
"019x032",12868.1053085945,11942.739091669
"019x033",13233.1222912587,11942.739091669
"019x034",13598.1392739229,11942.739091669
"019x035",13963.1562565871,11942.739091669
"019x036",14328.1732392514,11942.739091669
"019x037",14693.1902219156,11942.739091669
"019x038",15058.2072045798,11942.739091669
"019x039",15423.2241872441,11942.739091669
"019x040",15788.2411699083,11942.739091669
"019x041",16153.2581525725,11942.739091669
"019x042",16518.2751352367,11942.739091669
"019x043",16883.292117901,11942.739091669
"019x044",17248.3091005652,11942.739091669
"019x045",17613.3260832294,11942.739091669
"019x046",17978.3430658936,11942.739091669
"019x047",18343.3600485579,11942.739091669
"019x048",18708.3770312221,11942.739091669
"019x049",19073.3940138863,11942.739091669
"019x050",19438.4109965506,11942.739091669
"019x051",19803.4279792148,11942.739091669
"019x052",20168.444961879,11942.739091669
"020x000",1187.56186333919,12307.7560743332
"020x001",1552.57884600342,12307.7560743332
"020x002",1917.59582866765,12307.7560743332
"020x003",2282.61281133187,12307.7560743332
"020x004",2647.6297939961,12307.7560743332
"020x005",3012.64677666033,12307.7560743332
"020x006",3377.66375932455,12307.7560743332
"020x007",3742.68074198878,12307.7560743332
"020x008",4107.69772465301,12307.7560743332
"020x009",4472.71470731724,12307.7560743332
"020x010",4837.73168998146,12307.7560743332
"020x011",5202.74867264569,12307.7560743332
"020x012",5567.76565530992,12307.7560743332
"020x013",5932.78263797414,12307.7560743332
"020x014",6297.79962063837,12307.7560743332
"020x015",6662.8166033026,12307.7560743332
"020x016",7027.83358596683,12307.7560743332
"020x017",7392.85056863105,12307.7560743332
"020x018",7757.86755129528,12307.7560743332
"020x019",8122.88453395951,12307.7560743332
"020x020",8487.90151662374,12307.7560743332
"020x021",8852.91849928796,12307.7560743332
"020x022",9217.93548195219,12307.7560743332
"020x023",9582.95246461642,12307.7560743332
"020x024",9947.96944728064,12307.7560743332
"020x025",10312.9864299449,12307.7560743332
"020x026",10678.0034126091,12307.7560743332
"020x027",11043.0203952733,12307.7560743332
"020x028",11408.0373779376,12307.7560743332
"020x029",11773.0543606018,12307.7560743332
"020x030",12138.071343266,12307.7560743332
"020x031",12503.0883259302,12307.7560743332
"020x032",12868.1053085945,12307.7560743332
"020x033",13233.1222912587,12307.7560743332
"020x034",13598.1392739229,12307.7560743332
"020x035",13963.1562565871,12307.7560743332
"020x036",14328.1732392514,12307.7560743332
"020x037",14693.1902219156,12307.7560743332
"020x038",15058.2072045798,12307.7560743332
"020x039",15423.2241872441,12307.7560743332
"020x040",15788.2411699083,12307.7560743332
"020x041",16153.2581525725,12307.7560743332
"020x042",16518.2751352367,12307.7560743332
"020x043",16883.292117901,12307.7560743332
"020x044",17248.3091005652,12307.7560743332
"020x045",17613.3260832294,12307.7560743332
"020x046",17978.3430658936,12307.7560743332
"020x047",18343.3600485579,12307.7560743332
"020x048",18708.3770312221,12307.7560743332
"020x049",19073.3940138863,12307.7560743332
"020x050",19438.4109965506,12307.7560743332
"020x051",19803.4279792148,12307.7560743332
"020x052",20168.444961879,12307.7560743332
"021x000",1187.56186333919,12672.7730569975
"021x001",1552.57884600342,12672.7730569975
"021x002",1917.59582866765,12672.7730569975
"021x003",2282.61281133187,12672.7730569975
"021x004",2647.6297939961,12672.7730569975
"021x005",3012.64677666033,12672.7730569975
"021x006",3377.66375932455,12672.7730569975
"021x007",3742.68074198878,12672.7730569975
"021x008",4107.69772465301,12672.7730569975
"021x009",4472.71470731724,12672.7730569975
"021x010",4837.73168998146,12672.7730569975
"021x011",5202.74867264569,12672.7730569975
"021x012",5567.76565530992,12672.7730569975
"021x013",5932.78263797414,12672.7730569975
"021x014",6297.79962063837,12672.7730569975
"021x015",6662.8166033026,12672.7730569975
"021x016",7027.83358596683,12672.7730569975
"021x017",7392.85056863105,12672.7730569975
"021x018",7757.86755129528,12672.7730569975
"021x019",8122.88453395951,12672.7730569975
"021x020",8487.90151662374,12672.7730569975
"021x021",8852.91849928796,12672.7730569975
"021x022",9217.93548195219,12672.7730569975
"021x023",9582.95246461642,12672.7730569975
"021x024",9947.96944728064,12672.7730569975
"021x025",10312.9864299449,12672.7730569975
"021x026",10678.0034126091,12672.7730569975
"021x027",11043.0203952733,12672.7730569975
"021x028",11408.0373779376,12672.7730569975
"021x029",11773.0543606018,12672.7730569975
"021x030",12138.071343266,12672.7730569975
"021x031",12503.0883259302,12672.7730569975
"021x032",12868.1053085945,12672.7730569975
"021x033",13233.1222912587,12672.7730569975
"021x034",13598.1392739229,12672.7730569975
"021x035",13963.1562565871,12672.7730569975
"021x036",14328.1732392514,12672.7730569975
"021x037",14693.1902219156,12672.7730569975
"021x038",15058.2072045798,12672.7730569975
"021x039",15423.2241872441,12672.7730569975
"021x040",15788.2411699083,12672.7730569975
"021x041",16153.2581525725,12672.7730569975
"021x042",16518.2751352367,12672.7730569975
"021x043",16883.292117901,12672.7730569975
"021x044",17248.3091005652,12672.7730569975
"021x045",17613.3260832294,12672.7730569975
"021x046",17978.3430658936,12672.7730569975
"021x047",18343.3600485579,12672.7730569975
"021x048",18708.3770312221,12672.7730569975
"021x049",19073.3940138863,12672.7730569975
"021x050",19438.4109965506,12672.7730569975
"021x051",19803.4279792148,12672.7730569975
"021x052",20168.444961879,12672.7730569975
"022x000",1187.56186333919,13037.7900396617
"022x001",1552.57884600342,13037.7900396617
"022x002",1917.59582866765,13037.7900396617
"022x003",2282.61281133187,13037.7900396617
"022x004",2647.6297939961,13037.7900396617
"022x005",3012.64677666033,13037.7900396617
"022x006",3377.66375932455,13037.7900396617
"022x007",3742.68074198878,13037.7900396617
"022x008",4107.69772465301,13037.7900396617
"022x009",4472.71470731724,13037.7900396617
"022x010",4837.73168998146,13037.7900396617
"022x011",5202.74867264569,13037.7900396617
"022x012",5567.76565530992,13037.7900396617
"022x013",5932.78263797414,13037.7900396617
"022x014",6297.79962063837,13037.7900396617
"022x015",6662.8166033026,13037.7900396617
"022x016",7027.83358596683,13037.7900396617
"022x017",7392.85056863105,13037.7900396617
"022x018",7757.86755129528,13037.7900396617
"022x019",8122.88453395951,13037.7900396617
"022x020",8487.90151662374,13037.7900396617
"022x021",8852.91849928796,13037.7900396617
"022x022",9217.93548195219,13037.7900396617
"022x023",9582.95246461642,13037.7900396617
"022x024",9947.96944728064,13037.7900396617
"022x025",10312.9864299449,13037.7900396617
"022x026",10678.0034126091,13037.7900396617
"022x027",11043.0203952733,13037.7900396617
"022x028",11408.0373779376,13037.7900396617
"022x029",11773.0543606018,13037.7900396617
"022x030",12138.071343266,13037.7900396617
"022x031",12503.0883259302,13037.7900396617
"022x032",12868.1053085945,13037.7900396617
"022x033",13233.1222912587,13037.7900396617
"022x034",13598.1392739229,13037.7900396617
"022x035",13963.1562565871,13037.7900396617
"022x036",14328.1732392514,13037.7900396617
"022x037",14693.1902219156,13037.7900396617
"022x038",15058.2072045798,13037.7900396617
"022x039",15423.2241872441,13037.7900396617
"022x040",15788.2411699083,13037.7900396617
"022x041",16153.2581525725,13037.7900396617
"022x042",16518.2751352367,13037.7900396617
"022x043",16883.292117901,13037.7900396617
"022x044",17248.3091005652,13037.7900396617
"022x045",17613.3260832294,13037.7900396617
"022x046",17978.3430658936,13037.7900396617
"022x047",18343.3600485579,13037.7900396617
"022x048",18708.3770312221,13037.7900396617
"022x049",19073.3940138863,13037.7900396617
"022x050",19438.4109965506,13037.7900396617
"022x051",19803.4279792148,13037.7900396617
"022x052",20168.444961879,13037.7900396617
"023x000",1187.56186333919,13402.8070223259
"023x001",1552.57884600342,13402.8070223259
"023x002",1917.59582866765,13402.8070223259
"023x003",2282.61281133187,13402.8070223259
"023x004",2647.6297939961,13402.8070223259
"023x005",3012.64677666033,13402.8070223259
"023x006",3377.66375932455,13402.8070223259
"023x007",3742.68074198878,13402.8070223259
"023x008",4107.69772465301,13402.8070223259
"023x009",4472.71470731724,13402.8070223259
"023x010",4837.73168998146,13402.8070223259
"023x011",5202.74867264569,13402.8070223259
"023x012",5567.76565530992,13402.8070223259
"023x013",5932.78263797414,13402.8070223259
"023x014",6297.79962063837,13402.8070223259
"023x015",6662.8166033026,13402.8070223259
"023x016",7027.83358596683,13402.8070223259
"023x017",7392.85056863105,13402.8070223259
"023x018",7757.86755129528,13402.8070223259
"023x019",8122.88453395951,13402.8070223259
"023x020",8487.90151662374,13402.8070223259
"023x021",8852.91849928796,13402.8070223259
"023x022",9217.93548195219,13402.8070223259
"023x023",9582.95246461642,13402.8070223259
"023x024",9947.96944728064,13402.8070223259
"023x025",10312.9864299449,13402.8070223259
"023x026",10678.0034126091,13402.8070223259
"023x027",11043.0203952733,13402.8070223259
"023x028",11408.0373779376,13402.8070223259
"023x029",11773.0543606018,13402.8070223259
"023x030",12138.071343266,13402.8070223259
"023x031",12503.0883259302,13402.8070223259
"023x032",12868.1053085945,13402.8070223259
"023x033",13233.1222912587,13402.8070223259
"023x034",13598.1392739229,13402.8070223259
"023x035",13963.1562565871,13402.8070223259
"023x036",14328.1732392514,13402.8070223259
"023x037",14693.1902219156,13402.8070223259
"023x038",15058.2072045798,13402.8070223259
"023x039",15423.2241872441,13402.8070223259
"023x040",15788.2411699083,13402.8070223259
"023x041",16153.2581525725,13402.8070223259
"023x042",16518.2751352367,13402.8070223259
"023x043",16883.292117901,13402.8070223259
"023x044",17248.3091005652,13402.8070223259
"023x045",17613.3260832294,13402.8070223259
"023x046",17978.3430658936,13402.8070223259
"023x047",18343.3600485579,13402.8070223259
"023x048",18708.3770312221,13402.8070223259
"023x049",19073.3940138863,13402.8070223259
"023x050",19438.4109965506,13402.8070223259
"023x051",19803.4279792148,13402.8070223259
"023x052",20168.444961879,13402.8070223259
"024x000",1187.56186333919,13767.8240049901
"024x001",1552.57884600342,13767.8240049901
"024x002",1917.59582866765,13767.8240049901
"024x003",2282.61281133187,13767.8240049901
"024x004",2647.6297939961,13767.8240049901
"024x005",3012.64677666033,13767.8240049901
"024x006",3377.66375932455,13767.8240049901
"024x007",3742.68074198878,13767.8240049901
"024x008",4107.69772465301,13767.8240049901
"024x009",4472.71470731724,13767.8240049901
"024x010",4837.73168998146,13767.8240049901
"024x011",5202.74867264569,13767.8240049901
"024x012",5567.76565530992,13767.8240049901
"024x013",5932.78263797414,13767.8240049901
"024x014",6297.79962063837,13767.8240049901
"024x015",6662.8166033026,13767.8240049901
"024x016",7027.83358596683,13767.8240049901
"024x017",7392.85056863105,13767.8240049901
"024x018",7757.86755129528,13767.8240049901
"024x019",8122.88453395951,13767.8240049901
"024x020",8487.90151662374,13767.8240049901
"024x021",8852.91849928796,13767.8240049901
"024x022",9217.93548195219,13767.8240049901
"024x023",9582.95246461642,13767.8240049901
"024x024",9947.96944728064,13767.8240049901
"024x025",10312.9864299449,13767.8240049901
"024x026",10678.0034126091,13767.8240049901
"024x027",11043.0203952733,13767.8240049901
"024x028",11408.0373779376,13767.8240049901
"024x029",11773.0543606018,13767.8240049901
"024x030",12138.071343266,13767.8240049901
"024x031",12503.0883259302,13767.8240049901
"024x032",12868.1053085945,13767.8240049901
"024x033",13233.1222912587,13767.8240049901
"024x034",13598.1392739229,13767.8240049901
"024x035",13963.1562565871,13767.8240049901
"024x036",14328.1732392514,13767.8240049901
"024x037",14693.1902219156,13767.8240049901
"024x038",15058.2072045798,13767.8240049901
"024x039",15423.2241872441,13767.8240049901
"024x040",15788.2411699083,13767.8240049901
"024x041",16153.2581525725,13767.8240049901
"024x042",16518.2751352367,13767.8240049901
"024x043",16883.292117901,13767.8240049901
"024x044",17248.3091005652,13767.8240049901
"024x045",17613.3260832294,13767.8240049901
"024x046",17978.3430658936,13767.8240049901
"024x047",18343.3600485579,13767.8240049901
"024x048",18708.3770312221,13767.8240049901
"024x049",19073.3940138863,13767.8240049901
"024x050",19438.4109965506,13767.8240049901
"024x051",19803.4279792148,13767.8240049901
"024x052",20168.444961879,13767.8240049901
"025x000",1187.56186333919,14132.8409876544
"025x001",1552.57884600342,14132.8409876544
"025x002",1917.59582866765,14132.8409876544
"025x003",2282.61281133187,14132.8409876544
"025x004",2647.6297939961,14132.8409876544
"025x005",3012.64677666033,14132.8409876544
"025x006",3377.66375932455,14132.8409876544
"025x007",3742.68074198878,14132.8409876544
"025x008",4107.69772465301,14132.8409876544
"025x009",4472.71470731724,14132.8409876544
"025x010",4837.73168998146,14132.8409876544
"025x011",5202.74867264569,14132.8409876544
